"TEV";"MHO";"MG05";"MG02";"MG58";"GADC041"
"2019";"01";"Ásotthalom közút";"Szlovákia";"Kilépő";26
"2019";"01";"Ásotthalom közút";"Szlovénia";"Belépő";21
"2019";"01";"Ásotthalom közút";"Szlovénia";"Kilépő";5
"2019";"01";"Bácsalmás közút";"Ausztria";"Belépő";356
"2019";"01";"Bácsalmás közút";"Ausztria";"Kilépő";26
"2019";"01";"Bácsalmás közút";"Belgium";"Belépő";1
"2019";"01";"Bácsalmás közút";"Belgium";"Kilépő";2
"2019";"01";"Bácsalmás közút";"Bosznia-Hercegovina";"Belépő";1
"2019";"01";"Bácsalmás közút";"Bulgária";"Belépő";42
"2019";"01";"Bácsalmás közút";"Bulgária";"Kilépő";15
"2019";"01";"Bácsalmás közút";"Csehország";"Belépő";14
"2019";"01";"Bácsalmás közút";"Csehország";"Kilépő";2
"2019";"01";"Bácsalmás közút";"Egyesült Királyság";"Belépő";7
"2019";"01";"Bácsalmás közút";"Egyesült Királyság";"Kilépő";1
"2019";"01";"Bácsalmás közút";"Franciaország";"Belépő";3
"2019";"01";"Bácsalmás közút";"Franciaország";"Kilépő";8
"2019";"01";"Bácsalmás közút";"Görögország";"Belépő";1
"2019";"01";"Bácsalmás közút";"Görögország";"Kilépő";15
"2019";"01";"Bácsalmás közút";"Hollandia";"Belépő";1
"2019";"01";"Bácsalmás közút";"Hollandia";"Kilépő";1
"2019";"01";"Bácsalmás közút";"Horvátország";"Belépő";157
"2019";"01";"Bácsalmás közút";"Horvátország";"Kilépő";56
"2019";"01";"Bácsalmás közút";"Lengyelország";"Belépő";1
"2019";"01";"Bácsalmás közút";"Litvánia";"Kilépő";1
"2019";"01";"Bácsalmás közút";"Magyarország";"Belépő";6816
"2019";"01";"Bácsalmás közút";"Magyarország";"Kilépő";5138
"2019";"01";"Bácsalmás közút";"Németország";"Belépő";113
"2019";"01";"Bácsalmás közút";"Németország";"Kilépő";16
"2019";"01";"Bácsalmás közút";"Norvégia";"Belépő";5
"2019";"01";"Bácsalmás közút";"Norvégia";"Kilépő";2
"2019";"01";"Bácsalmás közút";"Olaszország";"Belépő";5
"2019";"01";"Bácsalmás közút";"Olaszország";"Kilépő";3
"2019";"01";"Bácsalmás közút";"Románia";"Belépő";11
"2019";"01";"Bácsalmás közút";"Románia";"Kilépő";2
"2019";"01";"Bácsalmás közút";"Svájc";"Belépő";29
"2019";"01";"Bácsalmás közút";"Svájc";"Kilépő";3
"2019";"01";"Bácsalmás közút";"Svédország";"Belépő";5
"2019";"01";"Bácsalmás közút";"Szerbia";"Belépő";3490
"2019";"01";"Bácsalmás közút";"Szerbia";"Kilépő";1812
"2019";"01";"Bácsalmás közút";"Szlovákia";"Belépő";25
"2019";"01";"Bácsalmás közút";"Szlovákia";"Kilépő";2
"2019";"01";"Bácsalmás közút";"Szlovénia";"Belépő";10
"2019";"01";"Bácsalmás közút";"Szlovénia";"Kilépő";3
"2019";"01";"Bácsszentgyörgy közút";"Ausztria";"Belépő";100
"2019";"01";"Bácsszentgyörgy közút";"Ausztria";"Kilépő";7
"2019";"01";"Bácsszentgyörgy közút";"Bulgária";"Belépő";3
"2019";"01";"Bácsszentgyörgy közút";"Bulgária";"Kilépő";1
"2019";"01";"Bácsszentgyörgy közút";"Csehország";"Kilépő";1
"2019";"01";"Bácsszentgyörgy közút";"Egyesült Királyság";"Kilépő";1
"2019";"01";"Bácsszentgyörgy közút";"Franciaország";"Belépő";9
"2019";"01";"Bácsszentgyörgy közút";"Hollandia";"Belépő";4
"2019";"01";"Bácsszentgyörgy közút";"Horvátország";"Belépő";142
"2019";"01";"Bácsszentgyörgy közút";"Horvátország";"Kilépő";43
"2019";"01";"Bácsszentgyörgy közút";"Irország";"Belépő";3
"2019";"01";"Bácsszentgyörgy közút";"Lengyelország";"Belépő";2
"2019";"01";"Bácsszentgyörgy közút";"Magyarország";"Belépő";953
"2019";"01";"Bácsszentgyörgy közút";"Magyarország";"Kilépő";676
"2019";"01";"Bácsszentgyörgy közút";"Németország";"Belépő";41
"2019";"01";"Bácsszentgyörgy közút";"Németország";"Kilépő";19
"2019";"01";"Bácsszentgyörgy közút";"Norvégia";"Belépő";6
"2019";"01";"Bácsszentgyörgy közút";"Norvégia";"Kilépő";2
"2019";"01";"Bácsszentgyörgy közút";"Olaszország";"Belépő";6
"2019";"01";"Bácsszentgyörgy közút";"Románia";"Belépő";1
"2019";"01";"Bácsszentgyörgy közút";"Svájc";"Belépő";5
"2019";"01";"Bácsszentgyörgy közút";"Svédország";"Belépő";1
"2019";"01";"Bácsszentgyörgy közút";"Svédország";"Kilépő";4
"2019";"01";"Bácsszentgyörgy közút";"Szerbia";"Belépő";1386
"2019";"01";"Bácsszentgyörgy közút";"Szerbia";"Kilépő";579
"2019";"01";"Bácsszentgyörgy közút";"Szlovákia";"Belépő";61
"2019";"01";"Bácsszentgyörgy közút";"Szlovákia";"Kilépő";9
"2019";"01";"Bácsszentgyörgy közút";"Szlovénia";"Belépő";15
"2019";"01";"Bácsszentgyörgy közút";"Szlovénia";"Kilépő";1
"2019";"01";"Barabás közút";"Ausztria";"Belépő";20
"2019";"01";"Barabás közút";"Ausztria";"Kilépő";16
"2019";"01";"Barabás közút";"Brazilia";"Belépő";1
"2019";"01";"Barabás közút";"Brazilia";"Kilépő";1
"2019";"01";"Barabás közút";"Bulgária";"Belépő";4
"2019";"01";"Barabás közút";"Bulgária";"Kilépő";3
"2019";"01";"Barabás közút";"Csehország";"Belépő";50
"2019";"01";"Barabás közút";"Csehország";"Kilépő";15
"2019";"01";"Barabás közút";"Egyesült Arab Emirségek";"Kilépő";1
"2019";"01";"Barabás közút";"Egyesült Királyság";"Belépő";4
"2019";"01";"Barabás közút";"Észtország";"Belépő";2
"2019";"01";"Barabás közút";"Fehéroroszország";"Belépő";2
"2019";"01";"Barabás közút";"Franciaország";"Belépő";12
"2019";"01";"Barabás közút";"Franciaország";"Kilépő";9
"2019";"01";"Barabás közút";"Görögország";"Belépő";2
"2019";"01";"Barabás közút";"Hollandia";"Belépő";1
"2019";"01";"Barabás közút";"Hollandia";"Kilépő";7
"2019";"01";"Barabás közút";"Horvátország";"Kilépő";2
"2019";"01";"Barabás közút";"India";"Belépő";1
"2019";"01";"Barabás közút";"India";"Kilépő";1
"2019";"01";"Barabás közút";"Izrael";"Belépő";4
"2019";"01";"Barabás közút";"Izrael";"Kilépő";13
"2019";"01";"Barabás közút";"Japán";"Belépő";4
"2019";"01";"Barabás közút";"Kanada";"Belépő";2
"2019";"01";"Barabás közút";"Kanada";"Kilépő";2
"2019";"01";"Barabás közút";"Lengyelország";"Belépő";3
"2019";"01";"Barabás közút";"Lengyelország";"Kilépő";3
"2019";"01";"Barabás közút";"Lettország";"Belépő";2
"2019";"01";"Barabás közút";"Lettország";"Kilépő";1
"2019";"01";"Barabás közút";"Litvánia";"Belépő";3
"2019";"01";"Barabás közút";"Magyarország";"Belépő";13849
"2019";"01";"Barabás közút";"Magyarország";"Kilépő";10151
"2019";"01";"Barabás közút";"Marokkó";"Belépő";1
"2019";"01";"Barabás közút";"Moldávia";"Belépő";8
"2019";"01";"Barabás közút";"Németország";"Belépő";84
"2019";"01";"Barabás közút";"Németország";"Kilépő";16
"2019";"01";"Barabás közút";"Nigéria";"Belépő";1
"2019";"01";"Barabás közút";"Nigéria";"Kilépő";1
"2019";"01";"Barabás közút";"Olaszország";"Belépő";14
"2019";"01";"Barabás közút";"Olaszország";"Kilépő";9
"2019";"01";"Barabás közút";"Oroszország";"Belépő";24
"2019";"01";"Barabás közút";"Oroszország";"Kilépő";6
"2019";"01";"Barabás közút";"Portugália";"Belépő";5
"2019";"01";"Barabás közút";"Románia";"Belépő";27
"2019";"01";"Barabás közút";"Románia";"Kilépő";19
"2019";"01";"Barabás közút";"Spanyolország";"Belépő";9
"2019";"01";"Barabás közút";"Spanyolország";"Kilépő";12
"2019";"01";"Barabás közút";"Svájc";"Belépő";3
"2019";"01";"Barabás közút";"Szlovákia";"Belépő";26
"2019";"01";"Barabás közút";"Szlovákia";"Kilépő";19
"2019";"01";"Barabás közút";"Szlovénia";"Belépő";2
"2019";"01";"Barabás közút";"Törökország";"Belépő";1
"2019";"01";"Barabás közút";"Ukrajna";"Belépő";7409
"2019";"01";"Barabás közút";"Ukrajna";"Kilépő";3649
"2019";"01";"Barabás közút";"USA";"Belépő";13
"2019";"01";"Barabás közút";"USA";"Kilépő";1
"2019";"01";"Beregsurány közút";"Albánia";"Belépő";3
"2019";"01";"Beregsurány közút";"Albánia";"Kilépő";2
"2019";"01";"Beregsurány közút";"Argentina";"Belépő";1
"2019";"01";"Beregsurány közút";"Ausztria";"Belépő";86
"2019";"01";"Beregsurány közút";"Ausztria";"Kilépő";39
"2019";"01";"Beregsurány közút";"Azerbajdzsán";"Belépő";1
"2019";"01";"Beregsurány közút";"Belgium";"Belépő";2
"2019";"01";"Beregsurány közút";"Belgium";"Kilépő";1
"2019";"01";"Beregsurány közút";"Bosznia-Hercegovina";"Belépő";3
"2019";"01";"Beregsurány közút";"Bosznia-Hercegovina";"Kilépő";12
"2019";"01";"Beregsurány közút";"Brazilia";"Belépő";1
"2019";"01";"Beregsurány közút";"Bulgária";"Belépő";17
"2019";"01";"Beregsurány közút";"Bulgária";"Kilépő";16
"2019";"01";"Beregsurány közút";"Chile";"Belépő";1
"2019";"01";"Beregsurány közút";"Chile";"Kilépő";2
"2019";"01";"Beregsurány közút";"Csehország";"Belépő";209
"2019";"01";"Beregsurány közút";"Csehország";"Kilépő";115
"2019";"01";"Beregsurány közút";"Ecuador";"Belépő";1
"2019";"01";"Beregsurány közút";"Egyesült Királyság";"Belépő";13
"2019";"01";"Beregsurány közút";"Egyesült Királyság";"Kilépő";9
"2019";"01";"Beregsurány közút";"Egyiptomi Arab Közt.";"Belépő";1
"2019";"01";"Beregsurány közút";"Észak-Macedónia";"Belépő";5
"2019";"01";"Beregsurány közút";"Észak-Macedónia";"Kilépő";9
"2019";"01";"Beregsurány közút";"Észtország";"Belépő";6
"2019";"01";"Beregsurány közút";"Észtország";"Kilépő";3
"2019";"01";"Beregsurány közút";"Fehéroroszország";"Belépő";32
"2019";"01";"Beregsurány közút";"Fehéroroszország";"Kilépő";19
"2019";"01";"Beregsurány közút";"Finnország";"Belépő";1
"2019";"01";"Beregsurány közút";"Franciaország";"Belépő";11
"2019";"01";"Beregsurány közút";"Franciaország";"Kilépő";14
"2019";"01";"Beregsurány közút";"Görögország";"Belépő";10
"2019";"01";"Beregsurány közút";"Görögország";"Kilépő";2
"2019";"01";"Beregsurány közút";"Grúzia";"Belépő";8
"2019";"01";"Beregsurány közút";"Grúzia";"Kilépő";7
"2019";"01";"Beregsurány közút";"Hollandia";"Belépő";33
"2019";"01";"Beregsurány közút";"Hollandia";"Kilépő";20
"2019";"01";"Beregsurány közút";"Hontalan";"Kilépő";3
"2019";"01";"Beregsurány közút";"Horvátország";"Belépő";36
"2019";"01";"Beregsurány közút";"Horvátország";"Kilépő";26
"2019";"01";"Beregsurány közút";"Irország";"Belépő";5
"2019";"01";"Beregsurány közút";"Irország";"Kilépő";1
"2019";"01";"Beregsurány közút";"Izrael";"Belépő";50
"2019";"01";"Beregsurány közút";"Izrael";"Kilépő";19
"2019";"01";"Beregsurány közút";"Jordánia";"Kilépő";1
"2019";"01";"Beregsurány közút";"Kanada";"Belépő";4
"2019";"01";"Beregsurány közút";"Kanada";"Kilépő";6
"2019";"01";"Beregsurány közút";"Kazahsztán";"Belépő";7
"2019";"01";"Beregsurány közút";"Kina";"Belépő";3
"2019";"01";"Beregsurány közút";"Kina";"Kilépő";6
"2019";"01";"Beregsurány közút";"Kirgizisztán";"Belépő";1
"2019";"01";"Beregsurány közút";"Kirgizisztán";"Kilépő";1
"2019";"01";"Beregsurány közút";"Koreai Közt.";"Belépő";1
"2019";"01";"Beregsurány közút";"Koreai Közt.";"Kilépő";1
"2019";"01";"Beregsurány közút";"Kuba";"Kilépő";1
"2019";"01";"Beregsurány közút";"Lengyelország";"Belépő";34
"2019";"01";"Beregsurány közút";"Lengyelország";"Kilépő";13
"2019";"01";"Beregsurány közút";"Lettország";"Belépő";6
"2019";"01";"Beregsurány közút";"Lettország";"Kilépő";7
"2019";"01";"Beregsurány közút";"Libanon";"Belépő";1
"2019";"01";"Beregsurány közút";"Líbia";"Kilépő";1
"2019";"01";"Beregsurány közút";"Litvánia";"Belépő";17
"2019";"01";"Beregsurány közút";"Litvánia";"Kilépő";3
"2019";"01";"Beregsurány közút";"Magyarország";"Belépő";40643
"2019";"01";"Beregsurány közút";"Magyarország";"Kilépő";34000
"2019";"01";"Beregsurány közút";"Moldávia";"Belépő";42
"2019";"01";"Beregsurány közút";"Moldávia";"Kilépő";54
"2019";"01";"Beregsurány közút";"Mongólia";"Belépő";3
"2019";"01";"Beregsurány közút";"Mongólia";"Kilépő";5
"2019";"01";"Beregsurány közút";"Németország";"Belépő";287
"2019";"01";"Beregsurány közút";"Németország";"Kilépő";150
"2019";"01";"Beregsurány közút";"Nigéria";"Kilépő";7
"2019";"01";"Beregsurány közút";"Olaszország";"Belépő";258
"2019";"01";"Beregsurány közút";"Olaszország";"Kilépő";90
"2019";"01";"Beregsurány közút";"Oroszország";"Belépő";49
"2019";"01";"Beregsurány közút";"Oroszország";"Kilépő";56
"2019";"01";"Beregsurány közút";"Paraguay";"Kilépő";1
"2019";"01";"Beregsurány közút";"Portugália";"Belépő";74
"2019";"01";"Beregsurány közút";"Portugália";"Kilépő";8
"2019";"01";"Beregsurány közút";"Románia";"Belépő";365
"2019";"01";"Beregsurány közút";"Románia";"Kilépő";170
"2019";"01";"Beregsurány közút";"Spanyolország";"Belépő";2
"2019";"01";"Beregsurány közút";"Spanyolország";"Kilépő";1
"2019";"01";"Beregsurány közút";"Svájc";"Belépő";5
"2019";"01";"Beregsurány közút";"Svájc";"Kilépő";5
"2019";"01";"Beregsurány közút";"Svédország";"Belépő";8
"2019";"01";"Beregsurány közút";"Svédország";"Kilépő";2
"2019";"01";"Beregsurány közút";"Szerbia";"Belépő";34
"2019";"01";"Beregsurány közút";"Szerbia";"Kilépő";39
"2019";"01";"Beregsurány közút";"Sziria";"Belépő";1
"2019";"01";"Beregsurány közút";"Szlovákia";"Belépő";90
"2019";"01";"Beregsurány közút";"Szlovákia";"Kilépő";54
"2019";"01";"Beregsurány közút";"Szlovénia";"Belépő";25
"2019";"01";"Beregsurány közút";"Szlovénia";"Kilépő";21
"2019";"01";"Beregsurány közút";"Törökország";"Belépő";4
"2019";"01";"Beregsurány közút";"Törökország";"Kilépő";2
"2019";"01";"Beregsurány közút";"Ukrajna";"Belépő";32439
"2019";"01";"Beregsurány közút";"Ukrajna";"Kilépő";26249
"2019";"01";"Beregsurány közút";"USA";"Belépő";48
"2019";"01";"Beregsurány közút";"USA";"Kilépő";145
"2019";"01";"Beregsurány közút";"Üzbegisztán";"Belépő";1
"2019";"01";"Beregsurány közút";"Zimbabwe";"Kilépő";1
"2019";"01";"Budapest légi I.";"Angola";"Belépő";1
"2019";"01";"Budapest légi I.";"Ausztria";"Belépő";3
"2019";"01";"Budapest légi I.";"Ausztria";"Kilépő";2
"2019";"01";"Budapest légi I.";"Belgium";"Belépő";4
"2019";"01";"Budapest légi I.";"Belgium";"Kilépő";3
"2019";"01";"Budapest légi I.";"Bulgária";"Belépő";16
"2019";"01";"Budapest légi I.";"Bulgária";"Kilépő";23
"2019";"01";"Budapest légi I.";"Csehország";"Belépő";5
"2019";"01";"Budapest légi I.";"Csehország";"Kilépő";3
"2019";"01";"Budapest légi I.";"Dánia";"Belépő";4
"2019";"01";"Budapest légi I.";"Dánia";"Kilépő";2
"2019";"01";"Budapest légi I.";"Egyesült Királyság";"Belépő";42
"2019";"01";"Budapest légi I.";"Egyesült Királyság";"Kilépő";50
"2019";"01";"Budapest légi I.";"Egyiptomi Arab Közt.";"Belépő";1
"2019";"01";"Budapest légi I.";"Észtország";"Belépő";1
"2019";"01";"Budapest légi I.";"Finnország";"Belépő";4
"2019";"01";"Budapest légi I.";"Finnország";"Kilépő";4
"2019";"01";"Budapest légi I.";"Franciaország";"Belépő";10
"2019";"01";"Budapest légi I.";"Franciaország";"Kilépő";7
"2019";"01";"Budapest légi I.";"Görögország";"Belépő";21
"2019";"01";"Budapest légi I.";"Görögország";"Kilépő";21
"2019";"01";"Budapest légi I.";"Hollandia";"Belépő";1
"2019";"01";"Budapest légi I.";"Hollandia";"Kilépő";7
"2019";"01";"Budapest légi I.";"Horvátország";"Belépő";2
"2019";"01";"Budapest légi I.";"Horvátország";"Kilépő";1
"2019";"01";"Budapest légi I.";"Irország";"Belépő";7
"2019";"01";"Budapest légi I.";"Irország";"Kilépő";6
"2019";"01";"Budapest légi I.";"Izland";"Belépő";1
"2019";"01";"Budapest légi I.";"Izrael";"Belépő";9
"2019";"01";"Budapest légi I.";"Izrael";"Kilépő";17
"2019";"01";"Budapest légi I.";"Kina";"Belépő";1
"2019";"01";"Budapest légi I.";"Kina";"Kilépő";1
"2019";"01";"Budapest légi I.";"Lengyelország";"Belépő";2
"2019";"01";"Budapest légi I.";"Lengyelország";"Kilépő";2
"2019";"01";"Budapest légi I.";"Litvánia";"Kilépő";1
"2019";"01";"Budapest légi I.";"Magyarország";"Belépő";212
"2019";"01";"Budapest légi I.";"Magyarország";"Kilépő";150
"2019";"01";"Budapest légi I.";"Malaysia";"Kilépő";1
"2019";"01";"Budapest légi I.";"Marokkó";"Belépő";1
"2019";"01";"Budapest légi I.";"Mexikó";"Belépő";2
"2019";"01";"Budapest légi I.";"Németország";"Belépő";14
"2019";"01";"Budapest légi I.";"Németország";"Kilépő";13
"2019";"01";"Budapest légi I.";"Olaszország";"Belépő";5
"2019";"01";"Budapest légi I.";"Olaszország";"Kilépő";4
"2019";"01";"Budapest légi I.";"Oroszország";"Belépő";19
"2019";"01";"Budapest légi I.";"Oroszország";"Kilépő";20
"2019";"01";"Budapest légi I.";"Portugália";"Belépő";2
"2019";"01";"Budapest légi I.";"Portugália";"Kilépő";5
"2019";"01";"Budapest légi I.";"Románia";"Belépő";18
"2019";"01";"Budapest légi I.";"Románia";"Kilépő";25
"2019";"01";"Budapest légi I.";"Spanyolország";"Belépő";23
"2019";"01";"Budapest légi I.";"Spanyolország";"Kilépő";21
"2019";"01";"Budapest légi I.";"Svájc";"Kilépő";6
"2019";"01";"Budapest légi I.";"Svédország";"Kilépő";1
"2019";"01";"Budapest légi I.";"Szerbia";"Belépő";2
"2019";"01";"Budapest légi I.";"Szlovákia";"Kilépő";1
"2019";"01";"Budapest légi I.";"Törökország";"Belépő";12
"2019";"01";"Budapest légi I.";"Törökország";"Kilépő";13
"2019";"01";"Budapest légi I.";"USA";"Belépő";6
"2019";"01";"Budapest légi I.";"USA";"Kilépő";21
"2019";"01";"Budapest légi II.";"Afganisztán";"Belépő";27
"2019";"01";"Budapest légi II.";"Afganisztán";"Kilépő";31
"2019";"01";"Budapest légi II.";"Albánia";"Belépő";620
"2019";"01";"Budapest légi II.";"Albánia";"Kilépő";666
"2019";"01";"Budapest légi II.";"Algéria";"Belépő";262
"2019";"01";"Budapest légi II.";"Algéria";"Kilépő";337
"2019";"01";"Budapest légi II.";"Andorra";"Belépő";1
"2019";"01";"Budapest légi II.";"Argentina";"Belépő";171
"2019";"01";"Budapest légi II.";"Argentina";"Kilépő";165
"2019";"01";"Budapest légi II.";"Aruba";"Belépő";41
"2019";"01";"Budapest légi II.";"Ausztrália";"Belépő";1154
"2019";"01";"Budapest légi II.";"Ausztrália";"Kilépő";1463
"2019";"01";"Budapest légi II.";"Ausztria";"Belépő";578
"2019";"01";"Budapest légi II.";"Ausztria";"Kilépő";565
"2019";"01";"Budapest légi II.";"Azerbajdzsán";"Belépő";914
"2019";"01";"Budapest légi II.";"Azerbajdzsán";"Kilépő";940
"2019";"01";"Budapest légi II.";"Bahrein";"Belépő";4
"2019";"01";"Budapest légi II.";"Bahrein";"Kilépő";1
"2019";"01";"Budapest légi II.";"Banglades";"Belépő";30
"2019";"01";"Budapest légi II.";"Banglades";"Kilépő";28
"2019";"01";"Budapest légi II.";"Barbados";"Belépő";3
"2019";"01";"Budapest légi II.";"Barbados";"Kilépő";1
"2019";"01";"Budapest légi II.";"Belgium";"Belépő";457
"2019";"01";"Budapest légi II.";"Belgium";"Kilépő";476
"2019";"01";"Budapest légi II.";"Bolivia";"Belépő";44
"2019";"01";"Budapest légi II.";"Bolivia";"Kilépő";49
"2019";"01";"Budapest légi II.";"Bosznia-Hercegovina";"Belépő";379
"2019";"01";"Budapest légi II.";"Bosznia-Hercegovina";"Kilépő";256
"2019";"01";"Budapest légi II.";"Brazilia";"Belépő";432
"2019";"01";"Budapest légi II.";"Brazilia";"Kilépő";463
"2019";"01";"Budapest légi II.";"Brunei";"Belépő";2
"2019";"01";"Budapest légi II.";"Brunei";"Kilépő";3
"2019";"01";"Budapest légi II.";"Bulgária";"Belépő";1209
"2019";"01";"Budapest légi II.";"Bulgária";"Kilépő";1360
"2019";"01";"Budapest légi II.";"Chile";"Belépő";62
"2019";"01";"Budapest légi II.";"Chile";"Kilépő";70
"2019";"01";"Budapest légi II.";"Ciprus";"Belépő";1350
"2019";"01";"Budapest légi II.";"Ciprus";"Kilépő";1353
"2019";"01";"Budapest légi II.";"Columbia";"Belépő";54
"2019";"01";"Budapest légi II.";"Columbia";"Kilépő";57
"2019";"01";"Budapest légi II.";"Comore-szigetek";"Kilépő";1
"2019";"01";"Budapest légi II.";"Costa-Rica";"Kilépő";16
"2019";"01";"Budapest légi II.";"Csád Közt.";"Belépő";51
"2019";"01";"Budapest légi II.";"Csád Közt.";"Kilépő";46
"2019";"01";"Budapest légi II.";"Csehország";"Belépő";1111
"2019";"01";"Budapest légi II.";"Csehország";"Kilépő";1104
"2019";"01";"Budapest légi II.";"Dánia";"Belépő";371
"2019";"01";"Budapest légi II.";"Dánia";"Kilépő";419
"2019";"01";"Budapest légi II.";"Dél-Afrikai Közt.";"Belépő";165
"2019";"01";"Budapest légi II.";"Dél-Afrikai Közt.";"Kilépő";181
"2019";"01";"Budapest légi II.";"Dominica";"Kilépő";2
"2019";"01";"Budapest légi II.";"Ecuador";"Belépő";27
"2019";"01";"Budapest légi II.";"Ecuador";"Kilépő";27
"2019";"01";"Budapest légi II.";"Egyesült Arab Emirségek";"Belépő";246
"2019";"01";"Budapest légi II.";"Egyesült Arab Emirségek";"Kilépő";267
"2019";"01";"Budapest légi II.";"Egyesült Királyság";"Belépő";37796
"2019";"01";"Budapest légi II.";"Egyesült Királyság";"Kilépő";46223
"2019";"01";"Budapest légi II.";"Egyiptomi Arab Közt.";"Belépő";624
"2019";"01";"Budapest légi II.";"Egyiptomi Arab Közt.";"Kilépő";557
"2019";"01";"Budapest légi II.";"ENSZ, UNESCO";"Belépő";88
"2019";"01";"Budapest légi II.";"ENSZ, UNESCO";"Kilépő";93
"2019";"01";"Budapest légi II.";"Eritrea";"Belépő";2
"2019";"01";"Budapest légi II.";"Észak-Macedónia";"Belépő";964
"2019";"01";"Budapest légi II.";"Észak-Macedónia";"Kilépő";533
"2019";"01";"Budapest légi II.";"Észtország";"Belépő";408
"2019";"01";"Budapest légi II.";"Észtország";"Kilépő";274
"2019";"01";"Budapest légi II.";"Etiópia";"Belépő";4
"2019";"01";"Budapest légi II.";"Etiópia";"Kilépő";4
"2019";"01";"Budapest légi II.";"Fehéroroszország";"Belépő";468
"2019";"01";"Budapest légi II.";"Fehéroroszország";"Kilépő";526
"2019";"01";"Budapest légi II.";"Fidzsi-szigetek";"Belépő";1
"2019";"01";"Budapest légi II.";"Finnország";"Belépő";442
"2019";"01";"Budapest légi II.";"Finnország";"Kilépő";349
"2019";"01";"Budapest légi II.";"Franciaország";"Belépő";954
"2019";"01";"Budapest légi II.";"Franciaország";"Kilépő";886
"2019";"01";"Budapest légi II.";"Fülöp-szigetek";"Belépő";121
"2019";"01";"Budapest légi II.";"Fülöp-szigetek";"Kilépő";136
"2019";"01";"Budapest légi II.";"Ghana";"Belépő";3
"2019";"01";"Budapest légi II.";"Ghana";"Kilépő";1
"2019";"01";"Budapest légi II.";"Görögország";"Belépő";630
"2019";"01";"Budapest légi II.";"Görögország";"Kilépő";551
"2019";"01";"Budapest légi II.";"Grúzia";"Belépő";2133
"2019";"01";"Budapest légi II.";"Grúzia";"Kilépő";2057
"2019";"01";"Budapest légi II.";"Guatemala";"Belépő";2
"2019";"01";"Budapest légi II.";"Haiti";"Belépő";21
"2019";"01";"Budapest légi II.";"Haiti";"Kilépő";20
"2019";"01";"Budapest légi II.";"Hollandia";"Belépő";589
"2019";"01";"Budapest légi II.";"Hollandia";"Kilépő";546
"2019";"01";"Budapest légi II.";"Honduras";"Kilépő";1
"2019";"01";"Budapest légi II.";"Hongkong";"Belépő";567
"2019";"01";"Budapest légi II.";"Hongkong";"Kilépő";564
"2019";"01";"Budapest légi II.";"Hontalan";"Belépő";68
"2019";"01";"Budapest légi II.";"Hontalan";"Kilépő";64
"2019";"01";"Budapest légi II.";"Horvátország";"Belépő";1399
"2019";"01";"Budapest légi II.";"Horvátország";"Kilépő";1381
"2019";"01";"Budapest légi II.";"India";"Belépő";1201
"2019";"01";"Budapest légi II.";"India";"Kilépő";1196
